;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;WAHR;shoulder;rev fly ;WAHR;d-handle var ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;WAHR*;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;rev. n-grip ;;WAHR;FALSCH
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;1rope;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;WAHR*;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;rev. n-grip ;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;WAHR*;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;WAHR*;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;FALSCH;WAHR*;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;shoulder;front raise;WAHR;d-handle var ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;Bench : cable 180°;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;EZ bend;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;WAHR;FALSCH;FALSCH;;;;;;;;;;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;back;kenan flap;WAHR;d-handle var ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;cuff ;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;überm Ellenbogen befestigen ;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;WAHR;lat;pull;WAHR;d-handle var ;WAHR;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;sup, s-n = sag;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;n = ? ;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;n-p, pro = t-l;FALSCH;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lat pull;WAHR;lat;pull;WAHR;straight ;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;long light bend ;WAHR;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;neutral wide;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;mag neutral wide ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;mag neutral middle;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;mag middle n-p;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;neutral close ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;mag close n-s ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;mag close n-p ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle var;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;triceps;extension;FALSCH;straight ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;nooses ;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff;WAHR*;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;;;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
